,symbol,gpa,remarks
791,00303258T,2.85,COMPLETED
792,00303259U,2.8,COMPLETED
793,00303260V,2.65,COMPLETED
794,00303261W,3.2,COMPLETED
795,00303262X,2.95,COMPLETED
796,00303263Y,2.3,COMPLETED
797,00303264Z,2.75,COMPLETED
798,00303265A,2.75,COMPLETED
799,00303266B,2.35,COMPLETED
800,00303267C,2.95,COMPLETED
801,00303268D,3.5,COMPLETED
802,00303269E,2.6,COMPLETED
803,00303270F,2.7,COMPLETED
804,00303271G,2.35,COMPLETED
805,00303272H,2.15,COMPLETED
806,00303273I,2.8,COMPLETED
807,00303274J,3.65,COMPLETED
808,00303275K,2.25,COMPLETED
809,00303276L,3.65,COMPLETED
810,00303277M,3.5,COMPLETED
811,00303278N,3.55,COMPLETED
812,00303279O,2.55,COMPLETED
813,00303280P,3.9,COMPLETED
814,00303281Q,3.2,COMPLETED
815,00303282R,2.2,COMPLETED
816,00303283S,2.55,COMPLETED
817,00303284T,3.95,COMPLETED
818,00303285U,3.3,COMPLETED
819,00303286V,3.9,COMPLETED
820,00303287W,2.9,COMPLETED
821,00303288X,3.3,COMPLETED
822,00303289Y,2.35,COMPLETED
823,00303290Z,2.35,COMPLETED
824,00303291A,2.5,COMPLETED
825,00303292B,2.25,COMPLETED
826,00303293C,2.5,COMPLETED
827,00303294D,2.4,COMPLETED
828,00303295E,2.9,COMPLETED
829,00303296F,2.65,COMPLETED
830,00303297G,2.45,COMPLETED
831,00303298H,2.5,COMPLETED
832,00303299I,2.5,COMPLETED
833,00303300J,2.45,COMPLETED
834,00303301K,2.9,COMPLETED
835,00303302L,2.4,COMPLETED
836,00303303M,2.6,COMPLETED
837,00303304N,2.45,COMPLETED
838,00303305O,2.6,COMPLETED
839,00303306P,2.8,COMPLETED
840,00303307Q,2.65,COMPLETED
841,00303308R,2.7,COMPLETED
842,00303309S,2.5,COMPLETED
843,00303310T,2.8,COMPLETED
844,00303311U,2.55,COMPLETED
845,00303312V,2.7,COMPLETED
846,00303313W,2.6,COMPLETED
847,00303314X,2.75,COMPLETED
848,00303315Y,3.0,COMPLETED
849,00303316Z,3.05,COMPLETED
850,00303317A,3.0,COMPLETED
851,00303318B,2.45,COMPLETED
852,00303319C,2.55,COMPLETED
853,00303320D,2.85,COMPLETED
854,00303321E,2.35,COMPLETED
855,00303322F,2.3,COMPLETED
856,00303323G,2.65,COMPLETED
857,00303324H,2.55,COMPLETED
858,00303325I,2.55,COMPLETED
859,00303326J,2.8,COMPLETED
860,00303327K,2.6,COMPLETED
861,00303328L,2.7,COMPLETED
862,00303329M,2.9,COMPLETED
863,00303330N,2.6,COMPLETED
864,00303331O,2.65,COMPLETED
865,00303332P,3.2,COMPLETED
866,00303333Q,2.65,COMPLETED
867,00303334R,2.45,COMPLETED
868,00303335S,2.9,COMPLETED
869,00303336T,2.95,COMPLETED
870,00303337U,2.35,COMPLETED
871,00303338V,2.6,COMPLETED
872,00303339W,2.95,COMPLETED
873,00303340X,2.6,COMPLETED
874,00303341Y,2.6,COMPLETED
875,00303342Z,2.55,COMPLETED
876,00303343A,2.55,COMPLETED
877,00303344B,2.5,COMPLETED
878,00303345C,2.45,COMPLETED
879,00303346D,2.8,COMPLETED
880,00303347E,2.45,COMPLETED
881,00303348F,3.05,COMPLETED
882,00303349G,2.7,COMPLETED
883,00303350H,2.95,COMPLETED
884,00303351I,2.65,COMPLETED
885,00303352J,2.85,COMPLETED
886,00303353K,2.9,COMPLETED
887,00303354L,2.35,COMPLETED
888,00303355M,2.6,COMPLETED
889,00303356N,2.8,COMPLETED
890,00303357O,3.15,COMPLETED
891,00303358P,2.5,COMPLETED
892,00303359Q,2.45,COMPLETED
893,00303360R,3.35,COMPLETED
894,00303361S,2.85,COMPLETED
895,00303362T,3.6,COMPLETED
896,00303363U,2.9,COMPLETED
897,00303364V,3.35,COMPLETED
898,00303365W,3.25,COMPLETED
899,00303366X,2.75,COMPLETED
900,00303367Y,2.9,COMPLETED
901,00303368Z,3.3,COMPLETED
902,00303369A,2.55,COMPLETED
903,00303370B,2.35,COMPLETED
904,00303371C,2.75,COMPLETED
905,00303372D,3.4,COMPLETED
906,00303373E,2.95,COMPLETED
907,00303374F,3.05,COMPLETED
908,00303375G,2.95,COMPLETED
909,00303376H,3.1,COMPLETED
910,00303377I,3.5,COMPLETED
911,00303378J,3.0,COMPLETED
912,00303379K,2.9,COMPLETED
913,00303380L,3.6,COMPLETED
914,00303381M,2.5,COMPLETED
915,00303382N,2.7,COMPLETED
916,00303383O,3.5,COMPLETED
917,00303384P,3.05,COMPLETED
918,00303385Q,3.1,COMPLETED
919,00303386R,2.55,COMPLETED
920,00303387S,3.0,COMPLETED
921,00303388T,2.7,COMPLETED
922,00303389U,2.65,COMPLETED
923,00303390V,2.7,COMPLETED
924,00303391W,2.75,COMPLETED
925,00303392X,2.75,COMPLETED
926,00303393Y,2.8,COMPLETED
927,00303394Z,3.6,COMPLETED
928,00303395A,3.1,COMPLETED
929,00303396B,3.35,COMPLETED
930,00303397C,2.8,COMPLETED
931,00303398D,3.25,COMPLETED
932,00303399E,3.2,COMPLETED
933,00303400F,3.0,COMPLETED
934,00303401G,3.35,COMPLETED
935,00303402H,3.2,COMPLETED
936,00303403I,3.3,COMPLETED
937,00303404J,3.5,COMPLETED
938,00303405K,2.95,COMPLETED
939,00303406L,3.5,COMPLETED
940,00303407M,3.5,COMPLETED
941,00303408N,3.5,COMPLETED
942,00303409O,3.2,COMPLETED
943,00303410P,3.4,COMPLETED
944,00303411Q,3.4,COMPLETED
945,00303412R,3.0,COMPLETED
946,00303413S,3.6,COMPLETED
947,00303414T,3.2,COMPLETED
948,00303415U,3.0,COMPLETED
949,00303416V,2.8,COMPLETED
950,00303417W,3.05,COMPLETED
951,00303418X,3.85,COMPLETED
952,00303419Y,2.5,COMPLETED
953,00303420Z,3.25,COMPLETED
954,00303421A,4.0,COMPLETED
955,00303422B,2.95,COMPLETED
956,00303423C,3.05,COMPLETED
957,00303424D,3.4,COMPLETED
958,00303425E,3.5,COMPLETED
959,00303426F,3.0,COMPLETED
960,00303427G,3.0,COMPLETED
961,00303428H,4.0,COMPLETED
962,00303429I,2.9,COMPLETED
963,00303430J,3.5,COMPLETED
964,00303431K,4.0,COMPLETED
965,00303432L,3.15,COMPLETED
966,00303433M,3.6,COMPLETED
967,00303434N,3.0,COMPLETED
968,00303435O,3.15,COMPLETED
969,00303436P,3.6,COMPLETED
970,00303437Q,3.4,COMPLETED
971,00303438R,3.15,COMPLETED
972,00303439S,3.95,COMPLETED
973,00303440T,3.15,COMPLETED
974,00303441U,3.0,COMPLETED
975,00303442V,2.75,COMPLETED
976,00303443W,2.8,COMPLETED
977,00303444X,3.15,COMPLETED
978,00303445Y,3.5,COMPLETED
979,00303446Z,3.0,COMPLETED
980,00303447A,3.45,COMPLETED
981,00303448B,3.05,COMPLETED
982,00303449C,2.8,COMPLETED
983,00303450D,3.45,COMPLETED
984,00303451E,3.6,COMPLETED
985,00303452F,3.05,COMPLETED
986,00303453G,3.2,COMPLETED
987,00303454H,3.2,COMPLETED
988,00303455I,3.15,COMPLETED
989,00303456J,3.2,COMPLETED
990,00303457K,3.55,COMPLETED
991,00303458L,3.65,COMPLETED
992,00303459M,4.0,COMPLETED
993,00303460N,3.55,COMPLETED
994,00303461O,3.15,COMPLETED
995,00303462P,3.15,COMPLETED
996,00303463Q,3.35,COMPLETED
997,00303464R,3.7,COMPLETED
998,00303465S,3.2,COMPLETED
999,00303466T,3.2,COMPLETED
1000,00303467U,3.2,COMPLETED
1001,00303468V,3.55,COMPLETED
1002,00303469W,3.7,COMPLETED
1003,00303470X,4.0,COMPLETED
1004,00303471Y,4.0,COMPLETED
1005,00303472Z,3.2,COMPLETED
1006,00303473A,3.4,COMPLETED
1007,00303474B,3.15,COMPLETED
1008,00303475C,4.0,COMPLETED
1009,00303476D,3.15,COMPLETED
1010,00303477E,4.0,COMPLETED
1011,00303478F,3.5,COMPLETED
1012,00303479G,3.15,COMPLETED
1013,00303480H,3.2,COMPLETED
1014,00303481I,3.65,COMPLETED
1015,00303482J,3.85,COMPLETED
1016,00303483K,2.95,COMPLETED
1017,00303484L,4.0,COMPLETED
1018,00303485M,3.9,COMPLETED
1019,00303486N,3.25,COMPLETED
1020,00303487O,3.15,COMPLETED
1021,00303488P,3.15,COMPLETED
1022,00303489Q,3.6,COMPLETED
1023,00303490R,3.8,COMPLETED
1024,00303491S,2.95,COMPLETED
1025,00303492T,3.6,COMPLETED
1026,00303493U,3.65,COMPLETED
1027,00303494V,3.05,COMPLETED
1028,00303495W,3.0,COMPLETED
1029,00303496X,3.2,COMPLETED
1030,00303497Y,3.45,COMPLETED
1031,00303498Z,3.3,COMPLETED
1032,00303499A,3.65,COMPLETED
1033,00303500B,3.35,COMPLETED
1034,00303501C,3.45,COMPLETED
1035,00303502D,3.8,COMPLETED
1036,00303503E,3.95,COMPLETED
1037,00303504F,3.35,COMPLETED
1038,00303505G,3.3,COMPLETED
1039,00303506H,3.2,COMPLETED
1040,00303507I,3.25,COMPLETED
1041,00303508J,3.9,COMPLETED
1042,00303509K,2.65,COMPLETED
1043,00303510L,3.15,COMPLETED
1044,00303511M,3.7,COMPLETED
1045,00303512N,3.4,COMPLETED
1046,00303513O,3.65,COMPLETED
1047,00303514P,3.9,COMPLETED
1048,00303515Q,3.15,COMPLETED
1049,00303516R,3.75,COMPLETED
1050,00303517S,3.6,COMPLETED
1051,00303518T,2.95,COMPLETED
1052,00303519U,3.9,COMPLETED
1053,00303520V,3.85,COMPLETED
1054,00303521W,3.6,COMPLETED
1055,00303522X,3.5,COMPLETED
1056,00303523Y,3.25,COMPLETED
1057,00303524Z,3.6,COMPLETED
1058,00303525A,3.2,COMPLETED
1059,00303526B,3.3,COMPLETED
1060,00303527C,3.95,COMPLETED
1061,00303528D,3.1,COMPLETED
1062,00303529E,3.6,COMPLETED
1063,00303530F,3.2,COMPLETED
1064,00303531G,3.95,COMPLETED
1065,00303532H,3.6,COMPLETED
1066,00303533I,2.65,COMPLETED
1067,00303534J,2.35,COMPLETED
1068,00303535K,2.25,COMPLETED
1069,00303536L,2.85,COMPLETED
1070,00303537M,2.3,COMPLETED
1071,00303538N,2.75,COMPLETED
1072,00303539O,2.25,COMPLETED
1073,00303540P,2.25,COMPLETED
1074,00303541Q,2.25,COMPLETED
1075,00303542R,2.3,COMPLETED
1076,00303543S,2.3,COMPLETED
1077,00303544T,2.25,COMPLETED
1078,00303545U,2.85,COMPLETED
1079,00303546V,2.85,COMPLETED
1080,00303547W,2.8,COMPLETED
1081,00303548X,2.25,COMPLETED
1082,00303549Y,2.9,COMPLETED
1083,00303550Z,2.3,COMPLETED
1084,00303551A,2.55,COMPLETED
1085,00303552B,2.25,COMPLETED
1086,00303553C,2.9,COMPLETED
1087,00303554D,2.7,COMPLETED
1088,00303555E,2.3,COMPLETED
1089,00303556F,2.3,COMPLETED
1090,00303557G,2.4,COMPLETED
1091,00303558H,2.9,COMPLETED
1092,00303559I,2.75,COMPLETED
1093,00303560J,2.3,COMPLETED
1094,00303561K,2.85,COMPLETED
1095,00303562L,2.75,COMPLETED
1096,00303563M,2.5,COMPLETED
1097,00303564N,2.5,COMPLETED
1098,00303565O,2.6,COMPLETED
1099,00303566P,2.35,COMPLETED
1100,00303567Q,2.6,COMPLETED
1101,00303568R,3.45,COMPLETED
1102,00303569S,3.35,COMPLETED
1103,00303570T,3.35,COMPLETED
1104,00303571U,2.3,COMPLETED
1105,00303572V,2.3,COMPLETED
1106,00303573W,2.9,COMPLETED
1107,00303574X,2.2,COMPLETED
1108,00303575Y,2.7,COMPLETED
1109,00303576Z,2.3,COMPLETED
1110,00303577A,2.35,COMPLETED
1111,00303578B,3.15,COMPLETED
1112,00303579C,2.9,COMPLETED
1113,00303580D,2.6,COMPLETED
1114,00303581E,2.5,COMPLETED
1115,00303582F,2.65,COMPLETED
1116,00303583G,2.9,COMPLETED
1117,00303584H,3.15,COMPLETED
1118,00303585I,2.6,COMPLETED
1119,00303586J,2.65,COMPLETED
1120,00303587K,2.65,COMPLETED
1121,00303588L,3.25,COMPLETED
1122,00303589M,3.25,COMPLETED
1123,00303590N,3.25,COMPLETED
1124,00303591O,2.75,COMPLETED
1125,00303592P,2.4,COMPLETED
1126,00303593Q,3.3,COMPLETED
1127,00303594R,2.8,COMPLETED
1128,00303595S,4.0,COMPLETED
1129,00303596T,2.5,COMPLETED
1130,00303597U,2.45,COMPLETED
1131,00303598V,2.45,COMPLETED
1132,00303599W,2.95,COMPLETED
1133,00303600X,3.3,COMPLETED
1134,00303601Y,2.85,COMPLETED
1135,00303602Z,2.65,COMPLETED
1136,00303603A,2.8,COMPLETED
1137,00303604B,2.65,COMPLETED
1138,00303605C,2.55,COMPLETED
1139,00303606D,3.0,COMPLETED
1140,00303607E,2.85,COMPLETED
1141,00303608F,2.55,COMPLETED
1142,00303609G,2.55,COMPLETED
1143,00303610H,3.1,COMPLETED
1144,00303611I,2.9,COMPLETED
1145,00303612J,,ABSENT8
1146,00303613K,2.95,COMPLETED
1147,00303614L,3.15,COMPLETED
1148,00303615M,3.0,COMPLETED
1149,00303616N,3.65,COMPLETED
1150,00303617O,3.55,COMPLETED
1151,00303618P,3.55,COMPLETED
1152,00303619Q,4.0,COMPLETED
1153,00303620R,4.0,COMPLETED
1154,00303621S,3.55,COMPLETED
1155,00303622T,2.95,COMPLETED
1156,00303623U,3.3,COMPLETED
1157,00303624V,3.55,COMPLETED
1158,00303625W,3.05,COMPLETED
1159,00303626X,4.0,COMPLETED
1160,00303627Y,3.6,COMPLETED
1161,00303628Z,3.55,COMPLETED
1162,00303629A,3.55,COMPLETED
1163,00303630B,3.6,COMPLETED
1164,00303631C,3.55,COMPLETED
1165,00303632D,1.85,COMPLETED
1166,00303633E,3.9,COMPLETED
1167,00303634F,3.25,COMPLETED
1168,00303635G,2.55,COMPLETED
1169,00303636H,2.65,COMPLETED
1170,00303637I,2.3,COMPLETED
1171,00303638J,3.5,COMPLETED
1172,00303639K,3.2,COMPLETED
1173,00303640L,2.5,COMPLETED
1174,00303641M,2.75,COMPLETED
1175,00303642N,2.75,COMPLETED
1176,00303643O,2.75,COMPLETED
1177,00303644P,2.75,COMPLETED
1178,00303645Q,3.4,COMPLETED
1179,00303646R,3.2,COMPLETED
1180,00303647S,2.85,COMPLETED
1181,00303648T,2.85,COMPLETED
1182,00303649U,3.9,COMPLETED
1183,00303650V,2.5,COMPLETED
1184,00303651W,3.2,COMPLETED
1185,00303652X,3.35,COMPLETED
1186,00303653Y,3.8,COMPLETED
1187,00303654Z,3.25,COMPLETED
1188,00303655A,3.6,COMPLETED
1189,00303656B,2.9,COMPLETED
1190,00303657C,2.95,COMPLETED
1191,00303658D,2.65,COMPLETED
1192,00303659E,2.9,COMPLETED
1193,00303660F,2.8,COMPLETED
1194,00303661G,2.75,COMPLETED
1195,00303662H,2.8,COMPLETED
1196,00303663I,3.0,COMPLETED
1197,00303664J,2.85,COMPLETED
1198,00303665K,3.1,COMPLETED
1199,00303666L,3.05,COMPLETED
1200,00303667M,3.0,COMPLETED
1201,00303668N,2.6,COMPLETED
1202,00303669O,2.75,COMPLETED
1203,00303670P,2.55,COMPLETED
1204,00303671Q,2.95,COMPLETED
1205,00303672R,2.65,COMPLETED
1206,00303673S,2.95,COMPLETED
1207,00303674T,2.8,COMPLETED
1208,00303675U,3.3,COMPLETED
1209,00303676V,3.1,COMPLETED
1210,00303677W,3.45,COMPLETED
1211,00303678X,3.4,COMPLETED
1212,00303679Y,3.2,COMPLETED
1213,00303680Z,3.35,COMPLETED
1214,00303681A,2.25,COMPLETED
1215,00303682B,2.85,COMPLETED
1216,00303683C,3.55,COMPLETED
1217,00303684D,3.45,COMPLETED
1218,00303685E,3.6,COMPLETED
1219,00303686F,4.0,COMPLETED
1220,00303687G,3.6,COMPLETED
1221,00303688H,3.5,COMPLETED
1222,00303689I,3.55,COMPLETED
1223,00303690J,3.25,COMPLETED
1224,00303691K,4.0,COMPLETED
1225,00303692L,3.65,COMPLETED
1226,00303693M,3.85,COMPLETED
1227,00303694N,3.95,COMPLETED
1228,00303695O,3.95,COMPLETED
1229,00303696P,3.6,COMPLETED
1230,00303697Q,3.55,COMPLETED
1231,00303698R,3.9,COMPLETED
1232,00303699S,3.9,COMPLETED
1233,00303700T,3.6,COMPLETED
1234,00303701U,3.6,COMPLETED
1235,00303702V,3.95,COMPLETED
1236,00303703W,3.55,COMPLETED
1237,00303704X,3.7,COMPLETED
1238,00303705Y,4.0,COMPLETED
1239,00303706Z,3.85,COMPLETED
1240,00303707A,3.9,COMPLETED
1241,00303708B,3.45,COMPLETED
1242,00303709C,3.5,COMPLETED
1243,00303710D,3.75,COMPLETED
1244,00303711E,3.75,COMPLETED
1245,00303712F,3.8,COMPLETED
1246,00303713G,3.65,COMPLETED
1247,00303714H,3.55,COMPLETED
1248,00303715I,3.6,COMPLETED
1249,00303716J,3.55,COMPLETED
1250,00303717K,3.5,COMPLETED
1251,00303718L,3.2,COMPLETED
1252,00303719M,3.45,COMPLETED
1253,00303720N,3.85,COMPLETED
1254,00303721O,2.65,COMPLETED
1255,00303722P,2.6,COMPLETED
1256,00303723Q,2.45,COMPLETED
1257,00303724R,2.5,COMPLETED
1258,00303725S,3.2,COMPLETED
1259,00303726T,3.25,COMPLETED
1260,00303727U,3.2,COMPLETED
1261,00303728V,3.2,COMPLETED
1262,00303729W,3.3,COMPLETED
1263,00303730X,3.15,COMPLETED
1264,00303731Y,3.2,COMPLETED
1265,00303732Z,3.55,COMPLETED
1266,00303733A,3.6,COMPLETED
1267,00303734B,3.25,COMPLETED
1268,00303735C,3.75,COMPLETED
1269,00303736D,3.45,COMPLETED
1270,00303737E,2.55,COMPLETED
1271,00303738F,2.8,COMPLETED
1272,00303739G,3.6,COMPLETED
1273,00303740H,3.6,COMPLETED
1274,00303741I,3.25,COMPLETED
1275,00303742J,3.2,COMPLETED
1276,00303743K,3.6,COMPLETED
1277,00303744L,3.6,COMPLETED
1278,00303745M,3.35,COMPLETED
1279,00303746N,3.55,COMPLETED
1280,00303747O,3.15,COMPLETED
1281,00303748P,3.6,COMPLETED
1282,00303749Q,3.25,COMPLETED
1283,00303750R,2.95,COMPLETED
1284,00303751S,3.2,COMPLETED
1285,00303752T,3.3,COMPLETED
1286,00303753U,2.9,COMPLETED
1287,00303754V,2.8,COMPLETED
1288,00303755W,3.7,COMPLETED
1289,00303756X,3.9,COMPLETED
1290,00303757Y,3.9,COMPLETED
1291,00303758Z,3.9,COMPLETED
1292,00303759A,3.25,COMPLETED
1293,00303760B,3.25,COMPLETED
1294,00303761C,3.9,COMPLETED
1295,00303762D,3.65,COMPLETED
1296,00303763E,3.85,COMPLETED
1297,00303764F,3.6,COMPLETED
1298,00303765G,3.3,COMPLETED
1299,00303766H,3.65,COMPLETED
1300,00303767I,3.55,COMPLETED
1301,00303768J,3.2,COMPLETED
1302,00303769K,3.25,COMPLETED
1303,00303770L,3.65,COMPLETED
1304,00303771M,2.85,COMPLETED
1305,00303772N,3.05,COMPLETED
1306,00303773O,3.8,COMPLETED
1307,00303774P,3.15,COMPLETED
1308,00303775Q,3.15,COMPLETED
1309,00303776R,3.7,COMPLETED
1310,00303777S,3.7,COMPLETED
1311,00303778T,3.2,COMPLETED
1312,00303779U,3.6,COMPLETED
1313,00303780V,3.1,COMPLETED
1314,00303781W,3.05,COMPLETED
1315,00303782X,3.1,COMPLETED
1316,00303783Y,3.05,COMPLETED
1317,00303784Z,3.0,COMPLETED
1318,00303785A,3.45,COMPLETED
1319,00303786B,3.4,COMPLETED
1320,00303787C,3.0,COMPLETED
1321,00303788D,4.0,COMPLETED
1322,00303789E,3.25,COMPLETED
1323,00303790F,3.4,COMPLETED
1324,00303791G,3.25,COMPLETED
1325,00303792H,3.35,COMPLETED
1326,00303793I,3.55,COMPLETED
1327,00303794J,3.75,COMPLETED
1328,00303795K,3.5,COMPLETED
1329,00303796L,3.1,COMPLETED
1330,00303797M,2.9,COMPLETED
1331,00303798N,2.95,COMPLETED
1332,00303799O,3.0,COMPLETED
1333,00303800P,2.6,COMPLETED
1334,00303801Q,,ABSENT8
1335,00303802R,2.5,COMPLETED
1336,00303803S,2.45,COMPLETED
1337,00303804T,2.35,COMPLETED
1338,00303805U,2.55,COMPLETED
1339,00303806V,3.0,COMPLETED
1340,00303807W,2.5,COMPLETED
1341,00303808X,2.3,COMPLETED
1342,00303809Y,2.5,COMPLETED
1343,00303810Z,2.55,COMPLETED
1344,00303811A,2.85,COMPLETED
1345,00303812B,2.85,COMPLETED
1346,00303813C,2.6,COMPLETED
1347,00303814D,2.45,COMPLETED
1348,00303815E,2.45,COMPLETED
1349,00303816F,2.45,COMPLETED
1350,00303817G,3.2,COMPLETED
1351,00303818H,2.45,COMPLETED
1352,00303819I,2.55,COMPLETED
1353,00303820J,2.7,COMPLETED
1354,00303821K,2.9,COMPLETED
1355,00303822L,2.55,COMPLETED
1356,00303823M,3.2,COMPLETED
1357,00303824N,3.05,COMPLETED
1358,00303825O,2.75,COMPLETED
1359,00303826P,2.5,COMPLETED
1360,00303827Q,2.7,COMPLETED
1361,00303828R,3.2,COMPLETED
1362,00303829S,3.05,COMPLETED
1363,00303830T,3.3,COMPLETED
1364,00303831U,3.1,COMPLETED
1365,00303832V,3.1,COMPLETED
1366,00303833W,3.3,COMPLETED
1367,00303834X,3.4,COMPLETED
1368,00303835Y,3.5,COMPLETED
1369,00303836Z,3.3,COMPLETED
1370,00303837A,3.25,COMPLETED
1371,00303838B,3.35,COMPLETED
1372,00303839C,3.45,COMPLETED
1373,00303840D,3.5,COMPLETED
1374,00303841E,3.6,COMPLETED
1375,00303842F,3.6,COMPLETED
1376,00303843G,3.4,COMPLETED
1377,00303844H,3.65,COMPLETED
1378,00303845I,3.3,COMPLETED
1379,00303846J,3.4,COMPLETED
1380,00303847K,3.45,COMPLETED
1381,00303848L,3.55,COMPLETED
1382,00303849M,4.0,COMPLETED
1383,00303850N,3.6,COMPLETED
1384,00303851O,3.8,COMPLETED
1385,00303852P,3.55,COMPLETED
1386,00303853Q,3.7,COMPLETED
1387,00303854R,2.85,COMPLETED
1388,00303855S,3.2,COMPLETED
1389,00303856T,3.45,COMPLETED
1390,00303857U,2.95,COMPLETED
1391,00303858V,3.15,COMPLETED
1392,00303859W,3.2,COMPLETED
1393,00303860X,3.6,COMPLETED
1394,00303861Y,3.2,COMPLETED
1395,00303862Z,3.1,COMPLETED
1396,00303863A,2.85,COMPLETED
1397,00303864B,2.95,COMPLETED
1398,00303865C,3.3,COMPLETED
1399,00303866D,2.9,COMPLETED
1400,00303867E,3.15,COMPLETED
1401,00303868F,3.5,COMPLETED
1402,00303869G,3.6,COMPLETED
1403,00303870H,3.05,COMPLETED
1404,00303871I,3.55,COMPLETED
1405,00303872J,3.0,COMPLETED
1406,00303873K,3.0,COMPLETED
1407,00303874L,3.1,COMPLETED
1408,00303875M,3.2,COMPLETED
1409,00303876N,3.9,COMPLETED
1410,00303877O,3.15,COMPLETED
1411,00303878P,3.0,COMPLETED
1412,00303879Q,3.35,COMPLETED
1413,00303880R,3.6,COMPLETED
1414,00303881S,3.2,COMPLETED
1415,00303882T,3.85,COMPLETED
1416,00303883U,2.75,COMPLETED
1417,00303884V,2.85,COMPLETED
1418,00303885W,3.4,COMPLETED
1419,00303886X,3.05,COMPLETED
1420,00303887Y,3.15,COMPLETED
1421,00303888Z,2.95,COMPLETED
1422,00303889A,3.25,COMPLETED
1423,00303890B,3.3,COMPLETED
1424,00303891C,3.2,COMPLETED
1425,00303892D,2.95,COMPLETED
1426,00303893E,3.3,COMPLETED
1427,00303894F,3.45,COMPLETED
1428,00303895G,2.9,COMPLETED
1429,00303896H,2.85,COMPLETED
1430,00303897I,2.95,COMPLETED
1431,00303898J,2.95,COMPLETED
1432,00303899K,2.95,COMPLETED
1433,00303900L,3.05,COMPLETED
1434,00303901M,3.15,COMPLETED
1435,00303902N,3.05,COMPLETED
1436,00303903O,2.9,COMPLETED
1437,00303904P,3.85,COMPLETED
1438,00303905Q,3.95,COMPLETED
1439,00303906R,3.6,COMPLETED
1440,00303907S,3.2,COMPLETED
1441,00303908T,3.2,COMPLETED
1442,00303909U,3.55,COMPLETED
1443,00303910V,3.7,COMPLETED
1444,00303911W,3.2,COMPLETED
1445,00303912X,3.2,COMPLETED
1446,00303913Y,3.95,COMPLETED
1447,00303914Z,3.95,COMPLETED
1448,00303915A,3.55,COMPLETED
1449,00303916B,3.3,COMPLETED
1450,00303917C,3.6,COMPLETED
1451,00303918D,3.2,COMPLETED
1452,00303919E,3.0,COMPLETED
1453,00303920F,2.75,COMPLETED
1454,00303921G,3.25,COMPLETED
1455,00303922H,2.95,COMPLETED
1456,00303923I,3.05,COMPLETED
1457,00303924J,2.95,COMPLETED
1458,00303925K,3.2,COMPLETED
1459,00303926L,3.0,COMPLETED
1460,00303927M,3.1,COMPLETED
1461,00303928N,3.45,COMPLETED
1462,00303929O,3.05,COMPLETED
1463,00303930P,3.0,COMPLETED
1464,00303931Q,3.0,COMPLETED
1465,00303932R,,ABSENT8
1466,00303933S,3.35,COMPLETED
1467,00303934T,3.3,COMPLETED
1468,00303935U,3.25,COMPLETED
1469,00303936V,3.15,COMPLETED
1470,00303937W,3.2,COMPLETED
1471,00303938X,3.35,COMPLETED
1472,00303939Y,2.9,COMPLETED
1473,00303940Z,3.55,COMPLETED
1474,00303941A,3.35,COMPLETED
1475,00303942B,3.05,COMPLETED
1476,00303943C,3.05,COMPLETED
1477,00303944D,2.45,COMPLETED
1478,00303945E,2.7,COMPLETED
1479,00303946F,2.6,COMPLETED
1480,00303947G,3.1,COMPLETED
1481,00303948H,2.9,COMPLETED
1482,00303949I,2.8,COMPLETED
1483,00303950J,2.75,COMPLETED
1484,00303951K,3.45,COMPLETED
1485,00303952L,2.95,COMPLETED
1486,00303953M,2.75,COMPLETED
1487,00303954N,3.15,COMPLETED
1488,00303955O,2.7,COMPLETED
1489,00303956P,3.4,COMPLETED
1490,00303957Q,2.75,COMPLETED
1491,00303958R,2.75,COMPLETED
1492,00303959S,2.6,COMPLETED
1493,00303960T,2.55,COMPLETED
1494,00303961U,3.15,COMPLETED
1495,00303962V,3.25,COMPLETED
1496,00303963W,3.2,COMPLETED
1497,00303964X,3.0,COMPLETED
1498,00303965Y,2.9,COMPLETED
1499,00303966Z,3.05,COMPLETED
1500,00303967A,2.95,COMPLETED
1501,00303968B,2.85,COMPLETED
1502,00303969C,3.45,COMPLETED
1503,00303970D,2.85,COMPLETED
1504,00303971E,3.0,COMPLETED
1505,00303972F,2.9,COMPLETED
1506,00303973G,2.7,COMPLETED
1507,00303974H,2.7,COMPLETED
1508,00303975I,2.9,COMPLETED
1509,00303976J,2.85,COMPLETED
1510,00303977K,2.55,COMPLETED
1511,00303978L,3.55,COMPLETED
1512,00303979M,2.9,COMPLETED
1513,00303980N,3.5,COMPLETED
1514,00303981O,2.75,COMPLETED
1515,00303982P,3.1,COMPLETED
1516,00303983Q,2.55,COMPLETED
1517,00303984R,3.3,COMPLETED
1518,00303985S,3.8,COMPLETED
1519,00303986T,3.85,COMPLETED
1520,00303987U,3.7,COMPLETED
1521,00303988V,3.7,COMPLETED
1522,00303989W,3.7,COMPLETED
1523,00303990X,3.95,COMPLETED
1524,00303991Y,3.35,COMPLETED
1525,00303992Z,3.35,COMPLETED
1526,00303993A,3.4,COMPLETED
1527,00303994B,3.7,COMPLETED
1528,00303995C,3.8,COMPLETED
1529,00303996D,3.25,COMPLETED
1530,00303997E,3.3,COMPLETED
1531,00303998F,3.05,COMPLETED
1532,00303999G,2.45,COMPLETED
1533,00304000H,2.7,COMPLETED
