symbol,gpa,remarks
00202693W,2.55,COMPLETED
00202694X,2.70,COMPLETED
00202695Y,2.95,COMPLETED
00202696Z,2.55,COMPLETED
00202697A,2.50,COMPLETED
00202698B,2.55,COMPLETED
00202699C,2.65,COMPLETED
00202700D,2.45,COMPLETED
00202701E,2.65,COMPLETED
00202702F,3.05,COMPLETED
00202703G,2.95,COMPLETED
00202704H,2.60,COMPLETED
00202705I,2.55,COMPLETED
00202706J,2.75,COMPLETED
00202707K,2.40,COMPLETED
00202708L,2.50,COMPLETED
00202709M,2.50,COMPLETED
00202710N,2.85,COMPLETED
00202711O,2.50,COMPLETED
00202712P,2.50,COMPLETED
00202713Q,3.35,COMPLETED
00202714R,3.10,COMPLETED
00202715S,3.05,COMPLETED
00202716T,2.80,COMPLETED
00202717U,3.00,COMPLETED
00202718V,3.00,COMPLETED
00202719W,2.80,COMPLETED
00202720X,2.85,COMPLETED
00202721Y,2.90,COMPLETED
00202722Z,3.30,COMPLETED
00202723A,2.95,COMPLETED
00202724B,2.90,COMPLETED
00202725C,3.05,COMPLETED
00202726D,3.20,COMPLETED
00202727E,3.00,COMPLETED
00202728F,3.15,COMPLETED
00202729G,2.85,COMPLETED
00202730H,3.30,COMPLETED
00202731I,3.05,COMPLETED
00202732J,2.85,COMPLETED
00202733K,2.85,COMPLETED
00202734L,2.80,COMPLETED
00202735M,2.75,COMPLETED
00202736N,2.90,COMPLETED
00202737O,2.80,COMPLETED
00202738P,2.70,COMPLETED
00202739Q,2.70,COMPLETED
00202740R,2.40,COMPLETED
00202741S,2.90,COMPLETED
00202742T,2.60,COMPLETED
00202743U,2.90,COMPLETED
00202744V,3.20,COMPLETED
00202745W,3.35,COMPLETED
00202746X,2.70,COMPLETED
00202747Y,2.80,COMPLETED
00202748Z,2.55,COMPLETED
00202749A,2.60,COMPLETED
00202750B,2.80,COMPLETED
00202751C,2.70,COMPLETED
00202752D,2.85,COMPLETED
00202753E,3.30,COMPLETED
00202754F,3.25,COMPLETED
00202755G,2.55,COMPLETED
00202756H,3.00,COMPLETED
00202757I,2.60,COMPLETED
00202758J,2.65,COMPLETED
00202759K,2.65,COMPLETED
00202760L,2.60,COMPLETED
00202761M,2.95,COMPLETED
00202762N,2.85,COMPLETED
00202763O,2.95,COMPLETED
00202764P,3.20,COMPLETED
00202765Q,3.45,COMPLETED
00202766R,3.30,COMPLETED
00202767S,3.20,COMPLETED
00202768T,3.15,COMPLETED
00202769U,3.00,COMPLETED
00202770V,3.10,COMPLETED
00202771W,2.80,COMPLETED
00202772X,2.80,COMPLETED
00202773Y,3.20,COMPLETED
00202774Z,3.50,COMPLETED
00202775A,2.95,COMPLETED
00202776B,3.10,COMPLETED
00202777C,2.80,COMPLETED
00202778D,3.20,COMPLETED
00202779E,3.35,COMPLETED
00202780F,3.00,COMPLETED
00202781G,2.75,COMPLETED
00202782H,2.75,COMPLETED
00202783I,2.80,COMPLETED
00202784J,3.05,COMPLETED
00202785K,2.85,COMPLETED
00202786L,2.70,COMPLETED
00202787M,2.80,COMPLETED
00202788N,2.80,COMPLETED
00202789O,,ABSENT8
00202790P,2.75,COMPLETED
00202791Q,2.80,COMPLETED
00202792R,2.80,COMPLETED
00202793S,3.20,COMPLETED
00202794T,2.70,COMPLETED
00202795U,2.85,COMPLETED
00202796V,3.00,COMPLETED
00202797W,2.65,COMPLETED
00202798X,2.75,COMPLETED
00202799Y,3.15,COMPLETED
00202800Z,2.65,COMPLETED
00202801A,2.70,COMPLETED
00202802B,2.70,COMPLETED
00202803C,2.70,COMPLETED
00202804D,2.70,COMPLETED
00202805E,2.70,COMPLETED
00202806F,2.70,COMPLETED
00202807G,2.70,COMPLETED
00202808H,3.00,COMPLETED
00202809I,3.15,COMPLETED
00202810J,2.65,COMPLETED
00202811K,2.65,COMPLETED
00202812L,3.15,COMPLETED
00202813M,2.60,COMPLETED
00202814N,2.55,COMPLETED
00202815O,2.70,COMPLETED
00202816P,2.75,COMPLETED
00202817Q,2.90,COMPLETED
00202818R,3.15,COMPLETED
00202819S,2.80,COMPLETED
00202820T,2.85,COMPLETED
00202821U,3.20,COMPLETED
00202822V,2.70,COMPLETED
00202823W,2.75,COMPLETED
00202824X,2.70,COMPLETED
00202825Y,2.70,COMPLETED
00202826Z,2.70,COMPLETED
00202827A,2.70,COMPLETED
00202828B,2.75,COMPLETED
00202829C,2.70,COMPLETED
00202830D,2.80,COMPLETED
00202831E,2.80,COMPLETED
00202832F,2.70,COMPLETED
00202833G,2.70,COMPLETED
00202834H,3.10,COMPLETED
00202835I,3.00,COMPLETED
00202836J,2.70,COMPLETED
00202837K,3.15,COMPLETED
00202838L,2.70,COMPLETED
00202839M,2.70,COMPLETED
00202840N,2.65,COMPLETED
00202841O,2.65,COMPLETED
00202842P,2.55,COMPLETED
00202843Q,2.55,COMPLETED
00202844R,3.10,COMPLETED
00202845S,2.85,COMPLETED
00202846T,3.00,COMPLETED
00202847U,2.75,COMPLETED
00202848V,2.80,COMPLETED
00202849W,3.10,COMPLETED
00202850X,2.65,COMPLETED
00202851Y,3.05,COMPLETED
00202852Z,2.90,COMPLETED
00202853A,2.60,COMPLETED
00202854B,2.70,COMPLETED
00202855C,3.25,COMPLETED
00202856D,2.60,COMPLETED
00202857E,2.60,COMPLETED
00202858F,2.70,COMPLETED
00202859G,3.00,COMPLETED
00202860H,3.50,COMPLETED
00202861I,2.95,COMPLETED
00202862J,3.15,COMPLETED
00202863K,2.85,COMPLETED
00202864L,2.85,COMPLETED
00202865M,3.00,COMPLETED
00202866N,2.90,COMPLETED
00202867O,3.10,COMPLETED
00202868P,3.05,COMPLETED
00202869Q,3.30,COMPLETED
00202870R,3.00,COMPLETED
00202871S,2.65,COMPLETED
00202872T,2.60,COMPLETED
00202873U,3.00,COMPLETED
00202874V,2.85,COMPLETED
00202875W,2.75,COMPLETED
00202876X,2.60,COMPLETED
00202877Y,2.80,COMPLETED
00202878Z,2.75,COMPLETED
00202879A,3.45,COMPLETED
00202880B,2.75,COMPLETED
00202881C,2.60,COMPLETED
00202882D,2.60,COMPLETED
00202883E,2.85,COMPLETED
00202884F,3.40,COMPLETED
00202885G,2.90,COMPLETED
00202886H,2.65,COMPLETED
00202887I,3.10,COMPLETED
00202888J,2.60,COMPLETED
00202889K,2.65,COMPLETED
00202890L,2.95,COMPLETED
00202891M,2.80,COMPLETED
00202892N,3.10,COMPLETED
00202893O,3.20,COMPLETED
00202894P,2.80,COMPLETED
00202895Q,2.80,COMPLETED
00202896R,3.30,COMPLETED
00202897S,3.05,COMPLETED
00202898T,2.85,COMPLETED
00202899U,2.95,COMPLETED
00202900V,2.95,COMPLETED
00202901W,3.00,COMPLETED
00202902X,2.85,COMPLETED
00202903Y,2.95,COMPLETED
00202904Z,2.85,COMPLETED
00202905A,2.85,COMPLETED
00202906B,2.90,COMPLETED
00202907C,3.10,COMPLETED
00202908D,3.10,COMPLETED
00202909E,3.20,COMPLETED
00202910F,2.95,COMPLETED
00202911G,3.40,COMPLETED
00202912H,2.85,COMPLETED
00202913I,3.20,COMPLETED
00202914J,3.15,COMPLETED
00202915K,2.95,COMPLETED
00202916L,2.95,COMPLETED
00202917M,3.40,COMPLETED
00202918N,2.95,COMPLETED
00202919O,3.15,COMPLETED
00202920P,2.95,COMPLETED
00202921Q,3.20,COMPLETED
00202922R,2.90,COMPLETED
00202923S,3.25,COMPLETED
00202924T,2.80,COMPLETED
00202925U,3.05,COMPLETED
00202926V,3.05,COMPLETED
00202927W,2.95,COMPLETED
00202928X,2.90,COMPLETED
00202929Y,2.75,COMPLETED
00202930Z,2.85,COMPLETED
00202931A,2.90,COMPLETED
00202932B,2.90,COMPLETED
00202933C,3.20,COMPLETED
00202934D,3.00,COMPLETED
00202935E,3.00,COMPLETED
00202936F,3.00,COMPLETED
00202937G,3.00,COMPLETED
00202938H,3.35,COMPLETED
00202939I,2.95,COMPLETED
00202940J,3.10,COMPLETED
00202941K,2.90,COMPLETED
00202942L,2.95,COMPLETED
00202943M,2.80,COMPLETED
00202944N,3.15,COMPLETED
00202945O,3.70,COMPLETED
00202946P,3.70,COMPLETED
00202947Q,2.90,COMPLETED
00202948R,2.80,COMPLETED
00202949S,3.20,COMPLETED
00202950T,2.85,COMPLETED
00202951U,2.80,COMPLETED
00202952V,3.15,COMPLETED
00202953W,3.15,COMPLETED
00202954X,2.85,COMPLETED
00202955Y,3.60,COMPLETED
00202956Z,2.85,COMPLETED
00202957A,3.25,COMPLETED
00202958B,2.80,COMPLETED
00202959C,2.95,COMPLETED
00202960D,3.55,COMPLETED
00202961E,2.75,COMPLETED
00202962F,2.70,COMPLETED
00202963G,2.90,COMPLETED
00202964H,3.45,COMPLETED
00202965I,2.80,COMPLETED
00202966J,2.80,COMPLETED
00202967K,3.50,COMPLETED
00202968L,3.05,COMPLETED
00202969M,2.90,COMPLETED
00202970N,2.90,COMPLETED
00202971O,2.70,COMPLETED
00202972P,2.65,COMPLETED
00202973Q,2.65,COMPLETED
00202974R,3.45,COMPLETED
00202975S,3.05,COMPLETED
00202976T,2.85,COMPLETED
00202977U,2.90,COMPLETED
00202978V,3.10,COMPLETED
00202979W,2.95,COMPLETED
00202980X,3.10,COMPLETED
00202981Y,3.10,COMPLETED
00202982Z,3.25,COMPLETED
00202983A,2.65,COMPLETED
00202984B,2.60,COMPLETED
00202985C,2.35,COMPLETED
00202986D,2.85,COMPLETED
00202987E,2.45,COMPLETED
00202988F,3.10,COMPLETED
00202989G,2.55,COMPLETED
00202990H,2.40,COMPLETED
00202991I,2.45,COMPLETED
00202992J,3.00,COMPLETED
00202993K,2.35,COMPLETED
00202994L,2.30,COMPLETED
00202995M,2.50,COMPLETED
00202996N,3.15,COMPLETED
00202997O,2.40,COMPLETED
00202998P,2.65,COMPLETED
00202999Q,3.00,COMPLETED
00203000R,2.70,COMPLETED
00203001S,2.60,COMPLETED
00203002T,2.65,COMPLETED
00203003U,2.65,COMPLETED
00203004V,2.55,COMPLETED
00203005W,2.40,COMPLETED
00203006X,2.50,COMPLETED
00203007Y,2.65,COMPLETED
00203008Z,3.50,COMPLETED
00203009A,2.60,COMPLETED
00203010B,3.50,COMPLETED
00203011C,3.05,COMPLETED
00203012D,2.60,COMPLETED
00203013E,3.50,COMPLETED
00203014F,2.50,COMPLETED
00203015G,3.50,COMPLETED
00203016H,3.05,COMPLETED
00203017I,2.50,COMPLETED
00203018J,3.50,COMPLETED
00203019K,2.70,COMPLETED
00203020L,2.55,COMPLETED
00203021M,2.50,COMPLETED
00203022N,2.60,COMPLETED
00203023O,2.75,COMPLETED
00203024P,2.80,COMPLETED
00203025Q,2.95,COMPLETED
00203026R,2.70,COMPLETED
00203027S,2.75,COMPLETED
00203028T,2.85,COMPLETED
00203029U,2.90,COMPLETED
00203030V,2.90,COMPLETED
00203031W,3.05,COMPLETED
00203032X,2.65,COMPLETED
00203033Y,3.15,COMPLETED
00203034Z,3.05,COMPLETED
00203035A,2.75,COMPLETED
00203036B,2.70,COMPLETED
00203037C,2.70,COMPLETED
00203038D,2.70,COMPLETED
00203039E,3.35,COMPLETED
00203040F,2.70,COMPLETED
00203041G,2.55,COMPLETED
00203042H,2.30,COMPLETED
00203043I,3.00,COMPLETED
00203044J,3.20,COMPLETED
00203045K,3.15,COMPLETED
00203046L,2.50,COMPLETED
00203047M,2.70,COMPLETED
00203048N,2.45,COMPLETED
00203049O,2.55,COMPLETED
00203050P,2.40,COMPLETED
00203051Q,2.45,COMPLETED
00203052R,3.50,COMPLETED
00203053S,3.00,COMPLETED
00203054T,2.50,COMPLETED
00203055U,2.50,COMPLETED
00203056V,3.20,COMPLETED
00203057W,2.55,COMPLETED
00203058X,2.65,COMPLETED
00203059Y,2.20,COMPLETED
00203060Z,2.65,COMPLETED
00203061A,2.65,COMPLETED
00203062B,2.70,COMPLETED
00203063C,2.25,COMPLETED
00203064D,2.50,COMPLETED
00203065E,2.70,COMPLETED
00203066F,3.00,COMPLETED
00203067G,2.35,COMPLETED
00203068H,2.30,COMPLETED
00203069I,2.20,COMPLETED
00203070J,2.95,COMPLETED
00203071K,2.40,COMPLETED
00203072L,3.00,COMPLETED
00203073M,2.65,COMPLETED
00203074N,2.40,COMPLETED
00203075O,2.40,COMPLETED
00203076P,3.00,COMPLETED
00203077Q,2.75,COMPLETED
00203078R,2.55,COMPLETED
00203079S,3.00,COMPLETED
00203080T,2.75,COMPLETED
00203081U,2.85,COMPLETED
00203082V,2.90,COMPLETED
00203083W,3.05,COMPLETED
00203084X,2.45,COMPLETED
00203085Y,2.65,COMPLETED
00203086Z,2.65,COMPLETED
00203087A,3.10,COMPLETED
00203088B,2.70,COMPLETED
00203089C,2.80,COMPLETED
00203090D,2.70,COMPLETED
00203091E,2.90,COMPLETED
00203092F,2.95,COMPLETED
00203093G,2.70,COMPLETED
00203094H,2.90,COMPLETED
00203095I,3.35,COMPLETED
00203096J,2.35,COMPLETED
00203097K,3.15,COMPLETED
00203098L,3.25,COMPLETED
00203099M,2.30,COMPLETED
00203100N,2.80,COMPLETED
00203101O,2.55,COMPLETED
00203102P,2.35,COMPLETED
00203103Q,3.25,COMPLETED
00203104R,2.60,COMPLETED
00203105S,3.25,COMPLETED
00203106T,2.75,COMPLETED
00203107U,3.25,COMPLETED
00203108V,2.55,COMPLETED
00203109W,3.20,COMPLETED
00203110X,2.55,COMPLETED
00203111Y,2.55,COMPLETED
00203112Z,2.00,COMPLETED
00203113A,3.30,COMPLETED
00203114B,3.60,COMPLETED
00203115C,3.35,COMPLETED
00203116D,2.70,COMPLETED
00203117E,2.65,COMPLETED
00203118F,3.25,COMPLETED
00203119G,3.45,COMPLETED
00203120H,3.15,COMPLETED
00203121I,2.75,COMPLETED
00203122J,2.55,COMPLETED
00203123K,2.70,COMPLETED
00203124L,2.70,COMPLETED
00203125M,2.95,COMPLETED
00203126N,2.90,COMPLETED
00203127O,2.90,COMPLETED
00203128P,3.40,COMPLETED
00203129Q,3.45,COMPLETED
00203130R,3.50,COMPLETED
00203131S,3.80,COMPLETED
00203132T,3.25,COMPLETED
00203133U,3.40,COMPLETED
00203134V,3.00,COMPLETED
00203135W,2.90,COMPLETED
00203136X,3.20,COMPLETED
00203137Y,2.95,COMPLETED
00203138Z,2.85,COMPLETED
00203139A,2.90,COMPLETED
00203140B,2.85,COMPLETED
00203141C,3.40,COMPLETED
00203142D,3.15,COMPLETED
00203143E,2.85,COMPLETED
00203144F,2.80,COMPLETED
00203145G,3.15,COMPLETED
00203146H,3.15,COMPLETED
00203147I,2.75,COMPLETED
00203148J,2.80,COMPLETED
00203149K,3.00,COMPLETED
00203150L,3.25,COMPLETED
00203151M,2.85,COMPLETED
00203152N,2.90,COMPLETED
00203153O,3.20,COMPLETED
00203154P,2.80,COMPLETED
00203155Q,2.80,COMPLETED
00203156R,3.20,COMPLETED
00203157S,2.95,COMPLETED
00203158T,3.15,COMPLETED
00203159U,3.50,COMPLETED
00203160V,2.85,COMPLETED
00203161W,3.30,COMPLETED
00203162X,2.75,COMPLETED
00203163Y,3.15,COMPLETED
00203164Z,3.50,COMPLETED
00203165A,2.75,COMPLETED
00203166B,2.75,COMPLETED
00203167C,3.20,COMPLETED
00203168D,3.50,COMPLETED
00203169E,3.30,COMPLETED
00203170F,3.50,COMPLETED
00203171G,3.50,COMPLETED
00203172H,2.75,COMPLETED
00203173I,2.85,COMPLETED
00203174J,3.15,COMPLETED
00203175K,3.50,COMPLETED
00203176L,2.60,COMPLETED
00203177M,2.80,COMPLETED
00203178N,2.30,COMPLETED
00203179O,2.50,COMPLETED
00203180P,2.60,COMPLETED
00203181Q,2.65,COMPLETED
00203182R,2.80,COMPLETED
00203183S,2.80,COMPLETED
00203184T,2.80,COMPLETED
00203185U,2.75,COMPLETED
00203186V,2.85,COMPLETED
00203187W,2.45,COMPLETED
00203188X,2.70,COMPLETED
00203189Y,2.45,COMPLETED
00203190Z,2.60,COMPLETED
00203191A,,ABSENT8
00203192B,3.10,COMPLETED
00203193C,2.65,COMPLETED
00203194D,2.95,COMPLETED
00203195E,3.10,COMPLETED
00203196F,2.45,COMPLETED
00203197G,2.60,COMPLETED
00203198H,2.35,COMPLETED
00203199I,3.05,COMPLETED
00203200J,2.50,COMPLETED
00203201K,2.35,COMPLETED
00300001M,2.40,COMPLETED
00300002N,2.35,COMPLETED
00300003O,2.50,COMPLETED
00300004P,2.60,COMPLETED
00300005Q,2.45,COMPLETED
00300006R,2.35,COMPLETED
00300007S,2.30,COMPLETED
00300008T,2.50,COMPLETED
00300009U,2.35,COMPLETED
00300010V,2.30,COMPLETED
00300011W,2.35,COMPLETED
00300012X,2.35,COMPLETED
00300013Y,2.45,COMPLETED
00300014Z,2.55,COMPLETED
00300015A,3.35,COMPLETED
00300016B,2.35,COMPLETED
00300017C,2.55,COMPLETED
00300018D,2.75,COMPLETED
00300019E,2.70,COMPLETED
00300020F,3.00,COMPLETED
00300021G,2.45,COMPLETED
00300022H,3.55,COMPLETED
00300023I,2.50,COMPLETED
00300024J,2.95,COMPLETED
00300025K,3.20,COMPLETED
00300026L,2.45,COMPLETED
00300027M,3.15,COMPLETED
00300028N,2.45,COMPLETED
00300029O,2.80,COMPLETED
00300030P,2.55,COMPLETED
00300031Q,3.40,COMPLETED
00300032R,3.45,COMPLETED
00300033S,2.75,COMPLETED
00300034T,3.80,COMPLETED
00300035U,3.45,COMPLETED
00300036V,3.50,COMPLETED
00300037W,2.30,COMPLETED
00300038X,2.75,COMPLETED
00300039Y,3.30,COMPLETED
00300040Z,3.25,COMPLETED
00300041A,3.95,COMPLETED
00300042B,2.55,COMPLETED
00300043C,2.50,COMPLETED
00300044D,2.40,COMPLETED
00300045E,2.45,COMPLETED
00300046F,2.55,COMPLETED
00300047G,3.00,COMPLETED
00300048H,3.20,COMPLETED
00300049I,3.60,COMPLETED
00300050J,2.65,COMPLETED
00300051K,2.50,COMPLETED
00300052L,2.65,COMPLETED
00300053M,2.55,COMPLETED
00300054N,2.45,COMPLETED
00300055O,2.60,COMPLETED
00300056P,2.50,COMPLETED
00300057Q,2.55,COMPLETED
00300058R,2.55,COMPLETED
00300059S,2.60,COMPLETED
00300060T,2.55,COMPLETED
00300061U,2.55,COMPLETED
00300062V,3.70,COMPLETED
00300063W,3.90,COMPLETED
00300064X,2.85,COMPLETED
00300065Y,2.45,COMPLETED
00300066Z,3.20,COMPLETED
00300067A,2.85,COMPLETED
00300068B,2.55,COMPLETED
00300069C,3.55,COMPLETED
00300070D,2.45,COMPLETED
00300071E,2.85,COMPLETED
00300072F,3.10,COMPLETED
00300073G,2.40,COMPLETED
00300074H,3.30,COMPLETED
00300075I,3.65,COMPLETED
00300076J,2.75,COMPLETED
00300077K,2.55,COMPLETED
00300078L,3.75,COMPLETED
00300079M,2.55,COMPLETED
00300080N,3.15,COMPLETED
00300081O,3.10,COMPLETED
00300082P,3.65,COMPLETED
00300083Q,3.25,COMPLETED
00300084R,2.50,COMPLETED
00300085S,2.55,COMPLETED
00300086T,2.95,COMPLETED
00300087U,2.55,COMPLETED
00300088V,2.50,COMPLETED
00300089W,2.70,COMPLETED
00300090X,2.35,COMPLETED
00300091Y,2.65,COMPLETED
00300092Z,2.40,COMPLETED
00300093A,3.00,COMPLETED
00300094B,2.50,COMPLETED
00300095C,2.35,COMPLETED
00300096D,2.40,COMPLETED
00300097E,2.60,COMPLETED
00300098F,2.80,COMPLETED
00300099G,2.45,COMPLETED
00300100H,3.30,COMPLETED
00300101I,2.70,COMPLETED
00300102J,3.20,COMPLETED
00300103K,2.95,COMPLETED
00300104L,2.40,COMPLETED
00300105M,2.45,COMPLETED
00300106N,2.50,COMPLETED
00300107O,3.20,COMPLETED
00300108P,3.10,COMPLETED
00300109Q,3.10,COMPLETED
00300110R,3.15,COMPLETED
00300111S,3.40,COMPLETED
00300112T,3.10,COMPLETED
00300113U,3.10,COMPLETED
00300114V,2.90,COMPLETED
00300115W,3.00,COMPLETED
00300116X,3.10,COMPLETED
00300117Y,3.25,COMPLETED
00300118Z,3.30,COMPLETED
00300119A,3.10,COMPLETED
00300120B,3.15,COMPLETED
00300121C,3.10,COMPLETED
00300122D,3.45,COMPLETED
00300123E,3.15,COMPLETED
00300124F,3.20,COMPLETED
00300125G,3.10,COMPLETED
00300126H,3.15,COMPLETED
00300127I,3.05,COMPLETED
00300128J,2.90,COMPLETED
00300129K,3.15,COMPLETED
00300130L,2.70,COMPLETED
00300131M,3.60,COMPLETED
00300132N,2.80,COMPLETED
00300133O,3.35,COMPLETED
00300134P,2.75,COMPLETED
00300135Q,2.95,COMPLETED
00300136R,3.15,COMPLETED
00300137S,2.85,COMPLETED
00300138T,2.85,COMPLETED
00300139U,3.10,COMPLETED
00300140V,2.75,COMPLETED
00300141W,2.65,COMPLETED
00300142X,2.60,COMPLETED
00300143Y,2.85,COMPLETED
00300144Z,2.50,COMPLETED
00300145A,2.75,COMPLETED
00300146B,2.70,COMPLETED
00300147C,2.80,COMPLETED
00300148D,3.00,COMPLETED
00300149E,2.75,COMPLETED
00300150F,3.30,COMPLETED
00300151G,2.55,COMPLETED
00300152H,3.45,COMPLETED
00300153I,2.80,COMPLETED
00300154J,3.30,COMPLETED
00300155K,2.50,COMPLETED
00300156L,2.90,COMPLETED
00300157M,2.90,COMPLETED
00300158N,2.55,COMPLETED
00300159O,2.80,COMPLETED
00300160P,2.50,COMPLETED
00300161Q,2.40,COMPLETED
00300162R,3.60,COMPLETED
00300163S,2.70,COMPLETED
00300164T,2.70,COMPLETED
00300165U,2.55,COMPLETED
00300166V,3.00,COMPLETED
00300167W,3.40,COMPLETED
00300168X,2.85,COMPLETED
00300169Y,2.80,COMPLETED
00300170Z,3.10,COMPLETED
00300171A,2.85,COMPLETED
00300172B,2.80,COMPLETED
00300173C,2.60,COMPLETED
00300174D,2.55,COMPLETED
00300175E,3.25,COMPLETED
00300176F,3.05,COMPLETED
00300177G,2.60,COMPLETED
00300178H,2.95,COMPLETED
00300179I,2.75,COMPLETED
00300180J,2.70,COMPLETED
00300181K,2.80,COMPLETED
00300182L,2.65,COMPLETED
00300183M,2.75,COMPLETED
00300184N,2.70,COMPLETED
00300185O,2.70,COMPLETED
00300186P,3.25,COMPLETED
00300187Q,3.05,COMPLETED
00300188R,3.15,COMPLETED
00300189S,3.60,COMPLETED
00300190T,2.70,COMPLETED
00300191U,2.80,COMPLETED
00300192V,3.15,COMPLETED
00300193W,3.75,COMPLETED
00300194X,2.75,COMPLETED
00300195Y,2.80,COMPLETED
00300196Z,2.75,COMPLETED
00300197A,3.05,COMPLETED
00300198B,2.65,COMPLETED
00300199C,3.25,COMPLETED
00300200D,2.95,COMPLETED
00300201E,3.60,COMPLETED
00300202F,3.00,COMPLETED
00300203G,3.65,COMPLETED
00300204H,2.85,COMPLETED
00300205I,3.00,COMPLETED
00300206J,2.80,COMPLETED
00300207K,2.75,COMPLETED
00300208L,2.95,COMPLETED
00300209M,2.80,COMPLETED
00300210N,2.80,COMPLETED
00300211O,2.65,COMPLETED
00300212P,2.75,COMPLETED
00300213Q,3.20,COMPLETED
00300214R,3.10,COMPLETED
00300215S,2.75,COMPLETED
00300216T,2.65,COMPLETED
00300217U,2.70,COMPLETED
00300218V,2.70,COMPLETED
00300219W,3.20,COMPLETED
00300220X,2.95,COMPLETED
00300221Y,2.85,COMPLETED
00300222Z,2.80,COMPLETED
00300223A,2.95,COMPLETED
00300224B,3.00,COMPLETED
00300225C,3.70,COMPLETED
00300226D,3.20,COMPLETED
00300227E,2.75,COMPLETED
00300228F,2.70,COMPLETED
00300229G,2.95,COMPLETED
00300230H,2.65,COMPLETED
00300231I,3.05,COMPLETED
00300232J,2.85,COMPLETED
00300233K,3.10,COMPLETED
00300234L,2.85,COMPLETED
00300235M,2.75,COMPLETED
00300236N,2.65,COMPLETED
00300237O,2.95,COMPLETED
00300238P,3.85,COMPLETED
00300239Q,2.90,COMPLETED
00300240R,2.85,COMPLETED
00300241S,2.80,COMPLETED
00300242T,3.15,COMPLETED
00300243U,2.85,COMPLETED
00300244V,2.90,COMPLETED
00300245W,2.80,COMPLETED
00300246X,3.00,COMPLETED
00300247Y,2.90,COMPLETED
00300248Z,3.00,COMPLETED
00300249A,3.00,COMPLETED
00300250B,2.95,COMPLETED
00300251C,2.95,COMPLETED
00300252D,3.75,COMPLETED
00300253E,3.05,COMPLETED
00300254F,3.15,COMPLETED
00300255G,2.90,COMPLETED
00300256H,2.95,COMPLETED
00300257I,2.90,COMPLETED
00300258J,3.10,COMPLETED
00300259K,3.00,COMPLETED
00300260L,2.95,COMPLETED
00300261M,3.00,COMPLETED
00300262N,2.90,COMPLETED
00300263O,3.05,COMPLETED
00300264P,2.90,COMPLETED
00300265Q,3.00,COMPLETED
00300266R,2.95,COMPLETED
00300267S,3.40,COMPLETED
00300268T,3.15,COMPLETED
00300269U,3.10,COMPLETED
00300270V,3.05,COMPLETED
00300271W,2.95,COMPLETED
00300272X,3.15,COMPLETED
00300273Y,3.15,COMPLETED
00300274Z,3.10,COMPLETED
00300275A,3.00,COMPLETED
00300276B,3.25,COMPLETED
00300277C,3.25,COMPLETED
00300278D,2.50,COMPLETED
00300279E,2.75,COMPLETED
00300280F,2.50,COMPLETED
00300281G,2.55,COMPLETED
00300282H,2.60,COMPLETED
00300283I,2.65,COMPLETED
00300284J,2.80,COMPLETED
00300285K,2.75,COMPLETED
00300286L,2.60,COMPLETED
00300287M,2.90,COMPLETED
00300288N,2.70,COMPLETED
00300289O,2.75,COMPLETED
00300290P,2.60,COMPLETED
00300291Q,2.55,COMPLETED
00300292R,2.55,COMPLETED
00300293S,2.70,COMPLETED
00300294T,2.65,COMPLETED
00300295U,2.90,COMPLETED
00300296V,3.65,COMPLETED
00300297W,2.70,COMPLETED
00300298X,3.35,COMPLETED
00300299Y,2.45,COMPLETED
00300300Z,2.70,COMPLETED
00300301A,2.55,COMPLETED
00300302B,3.10,COMPLETED
00300303C,2.90,COMPLETED
00300304D,2.85,COMPLETED
00300305E,2.65,COMPLETED
00300306F,2.65,COMPLETED
00300307G,2.60,COMPLETED
00300308H,2.65,COMPLETED
00300309I,2.85,COMPLETED
00300310J,3.10,COMPLETED
00300311K,2.75,COMPLETED
00300312L,2.70,COMPLETED
00300313M,3.95,COMPLETED
00300314N,3.20,COMPLETED
00300315O,2.55,COMPLETED
00300316P,2.75,COMPLETED
00300317Q,2.55,COMPLETED
00300318R,3.60,COMPLETED
00300319S,3.35,COMPLETED
00300320T,3.65,COMPLETED
00300321U,2.50,COMPLETED
00300322V,2.70,COMPLETED
00300323W,2.80,COMPLETED
00300324X,2.55,COMPLETED
00300325Y,3.60,COMPLETED
00300326Z,2.70,COMPLETED
00300327A,2.45,COMPLETED
00300328B,3.75,COMPLETED
00300329C,3.75,COMPLETED
00300330D,2.50,COMPLETED
00300331E,2.50,COMPLETED
00300332F,2.60,COMPLETED
00300333G,2.55,COMPLETED
00300334H,3.65,COMPLETED
00300335I,2.85,COMPLETED
00300336J,2.60,COMPLETED
00300337K,2.65,COMPLETED
00300338L,2.60,COMPLETED
00300339M,3.40,COMPLETED
00300340N,3.80,COMPLETED
00300341O,3.40,COMPLETED
00300342P,3.05,COMPLETED
00300343Q,2.50,COMPLETED
00300344R,2.75,COMPLETED
00300345S,2.60,COMPLETED
00300346T,2.90,COMPLETED
00300347U,2.65,COMPLETED
00300348V,2.55,COMPLETED
00300349W,3.35,COMPLETED
00300350X,2.75,COMPLETED
00300351Y,2.90,COMPLETED
00300352Z,3.50,COMPLETED
00300353A,2.60,COMPLETED
00300354B,2.65,COMPLETED
00300355C,2.55,COMPLETED
00300356D,2.75,COMPLETED
00300357E,2.80,COMPLETED
00300358F,3.55,COMPLETED
00300359G,2.85,COMPLETED
